Task_Setting;Pipeline_Configuration;Original_Sentence;Preprocessed_Text;True_Label;Predicted_Label
Multiclass;FFNN (TF-IDF | (1, 3));EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .;eps eur [NUMBER] compare eur [NUMBER] third [DATE] represent net sale third eur [NUMBER] 3mn up [PERCENT] compare eur [NUMBER] 9mn third [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .;please receive nomination committee request confidence say jon risfelt;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .;food raisio raivv say friday wrap up divestment margarine operation u sector player bunge ltd nyse bg eur [MONEY] [NUMBER] 2mn;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .;launch new [MEASUREMENT] handset aim become winner china [MEASUREMENT] market [MEASUREMENT] market;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .;dual-fuel engine vessel operate liquefied natural gas lng low emission;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Net sales in 2007 are expected to be 10 % up on 2006 .;net sale [DATE] expect [PERCENT] up [DATE] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .;[DATE] target net sale set eur 1bn target return investment over [PERCENT];positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .;upm-kymmene [NUMBER] world lead print paper producer production [NUMBER] country sale network cover more [NUMBER];positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .;neste oil respond challenge pose european union target biofuels account [PERCENT] traffic fuel usage eu [DATE] develop nexbtl technology produce diesel fuel renewables federation say;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));An Apple spokeswoman said the company declined to comment .;apple spokeswoman say decline comment;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));`` I warmly welcome Michael Frei to Outotec .;warmly welcome michael frei outotec;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));According shipping company Viking Line , the EU decision will have a significant financial impact .;ship viking line eu decision significant financial impact;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Information system supplier Sentera -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia , a software house , acquired 77.4 pct of the company this morning for just under 33 mln eur .;information system supplier sentera -- up [PERCENT] -- next heavily trade share sysopen digia software house acquire [PERCENT] morning [MONEY];neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));This rating from A.M. Best is the highest among the CIS countries , Central and Eastern Europe .;rating best high among ci country central eastern europe;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));The transaction is in line with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .;transaction line aspo strategy expand baltic sea region eastern market;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .;overall please startup curve please quality paper stora spokeswoman patricia dietz say tuesday;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .;offer 30mn share aim raise more [MONEY] 640mn expect complete oct9 outokumpu say;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));However , the suspect stole his burgundy Nissan Altima .;however suspect stole burgundy nissan altima;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .;stora enso third-quarter pre-tax profit double eur 197mn;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));`` I see my new post as an inspiring challenge .;see new post inspiring challenge;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .;iggesunds bruk sweden [NUMBER] advanced fully integrate pulp paperboard mill world;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .;earlier month sign deal india-based information technology service giant wipro technology transfer sell radio access relate rd activity berlin;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .;electronics manufacturer pkc pkc1v say wednesday [NUMBER] december complete acquisition man nutzfahrzeuge ag cable harness business man star truck bus spolka zoo poland;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .;pretax profit total eur [NUMBER] 0mn compare loss eur [NUMBER] 2mn fourth [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));This is bad news for the barbeque season .;bad news barbeque season;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .;last raise turnover approximately 7mn litas eur 2mn [NUMBER] 1mn litas [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .;extensive co-operation bolster sysopen digia position domestic operator market kallioranta add;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .;business balance broad portfolio sport presence major market;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .;talvivaara mining co tlv1v say thursday pick bofa merrill lynch jpmorgan nyse jpm joint bookrunners planned issue convertible note worth up eur [MONEY] 332mn;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .;nokian tyre kazakhstan ordabasy sign agreement build plant astana produce car tire ordabasy chairman dinmukhamet idrisov say press conference;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .;tomtom give assurance continue sell map competitor win eu approval;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .;aspocomp large factory china factory building project india halt due finance problem;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .;[NUMBER] office worldwide more [PERCENT] net sale generate outside;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Deliveries have started and the network will be ready for a launch soon .;delivery start network ready launch soon;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR;beijing xfn-asia hong kong-listed standard charter bank say sign china mobile phone dealer financing agreement make foreign bank offer financing country small medium enterprise -lr;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . '';medium advisory ntsb say subsequent test train detection system intermittently fail;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Thus the method will cut working costs , and will fasten the planning and building processes .;thus method cut work cost fasten planning building process;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .;raute precision win large glass batch plant mortar plant order mexico u;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .;latvian business register uponor latvia close red lvl [MONEY] [MONEY] [NUMBER] turnover lvl [NUMBER] 346mn [DATE] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .;sampo become major shareholder nordea trygvesta main competitor p c insurance;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .;homeware area fiskars lead brand product home kitchen interior design;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .;mobile operator dna function subcontractor maingate responsible telecommunication connection;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The personnel reduction will be carried out in Anjalankoski , Hollola , Jyvaskyla , Jarvenpaa , Karhula , Turku and Valkeakoski units .;personnel reduction carry anjalankoski hollola jyvaskyla jarvenpaa karhula turku valkeakoski unit;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .;q1 [DATE] forest machinery equipment maker ponsse pon1v say expect swing net profit eur [NUMBER] 3mn [DATE] eur [NUMBER] 6mn loss earlier;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));In addition , Kone signed a two-year maintenance contract for the escalators .;addition kone sign [NUMBER] -year maintenance contract escalator;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .;ssh communication security corp stock exchange release [DATE] [DATE] [NUMBER] [TIME] update full outlook estimate result remain loss full;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .;st petersburg oct [NUMBER] prime-tass -- tire producer nokian tyre plan invest [MONEY] expansion tire plant city vsevolozhsk russia leningrad region [DATE] president kim gran told reporter thursday;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .;therefore seem shipping viking line get subsidy need order new lng-fuelled vessel;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));UPM is the biggest producer of magazine paper in Europe , with a market share of over 30 pct , and it is likely to say that prices in the segment were at best flat during the quarter , analysts said .;upm big producer magazine paper europe market share over [PERCENT] likely say price segment best flat analyst say;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .;assignment strengthen poyry position international provider engineering project service chemical process industry;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The original name Componenta +�m+�l , as a subsidiary of the Finnish Componenta Group , has been changed to +�m+�l Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .;original name componenta l subsidiary componenta change l component see [PERCENT] growth q12010 comparison q12009.;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .;among share trade u stora enso close [PERCENT] low [MONEY] upm-kymmene up [PERCENT] [MONEY] metso down [PERCENT] [MONEY];neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1;adp news [DATE] [DATE] [NUMBER] electronic measurement product solution maker vaisala vaias say net profit rise eur 18mn usd [NUMBER] 1mn 9months [DATE] eur [NUMBER];positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .;meat atrium no longer promise sufficient amount domestic beef customer;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Vacon aims to establish its presence in the solar energy business in various parts of the world towards the end of 2010 , said Olli Teva , marketing director renewable energy applications .;vacon aim establish presence solar energy business various world towards [DATE] say olli teva marketing director renewable energy application;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .;incap contract manufacturing service private limited ink agreement [NUMBER] new customer india;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .;board director propose dividend eur [NUMBER] share [DATE] up eur [NUMBER] share pay [DATE] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .;showcase end-to-end capability mobile world congress arrange internal meego application development competition entice developer create new application;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .;stockmann swedish sector ab lindex enter agreement [DATE] [DATE] [NUMBER] whereby stockmann wholly-owned subsidiary make public tender offer lindex issue share;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .;tightened competition situation production automation market affect net sale [DATE] cencorp say;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .;financial report publish friday seb say net profit soar sek [NUMBER] 745bn [DATE] year-earlier sek [NUMBER] 114bn propose [PERCENT] dividend increase sek [NUMBER] share;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .;advantage pricing see significantly low price offer new unmanned station;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .;wednesday announce government propose grant licence [NUMBER] reactor [NUMBER] build fennovoima tvo;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));- So , the sales growth of cars considerably influence on the tires market '' .;sale growth car considerably influence tire market;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .;basware connectivity service allow handle purchase pay process online make internal process more efficient say ceo ilkka sihvo basware;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .;ebit exclude non-recurring item total eur [NUMBER] 8mn up eur [NUMBER] 1mn;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Full-year net sales are expected to increase by approximately 10 % , the company said .;full-year net sale expect increase approximately [PERCENT] say;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .;sale savcor face cencorp result profit loss not yet determine owe factor valuation consideration share receive prevailing exchange rate;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .;sale healthcare trade business support oriola-kd strategy focus pharmaceutical wholesale retail business;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .;open next large facility world produce diesel fuel renewable feedstock palm oil animal fat;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .;singapore icis -- [NUMBER] kemira indian water infrastructure firm [NUMBER] ivrcl agree form join venture new inorganic coagulant manufacturing facility andhra pradesh state india water treatment chemical maker say tuesday;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .;forestry high drive yesterday bullish analyst comment stora enso dagens industri dealer say;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Tekla will implement the renewal in software versions which will be introduced in spring 2011 .;tekla implement renewal software version introduce spring [DATE] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .;southfield mich -- central credit union distribute patronage dividend member waive service fee incur month july [DATE] tune estimate usd 1mn;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The number of bodily injury cases quadrupled in 2000-2006 .;number bodily injury case quadruple [DATE] [DATE] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .;agreement geosentric gypsii-powered hotel information reservation service visitor china popular city beijing shanghai;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .;stock price rise [NUMBER] ore [PERCENT] close sek [NUMBER] [NUMBER] -day streak loss;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .;increase net sale due acquisition swedish silva produce garden tool boat;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .;yit lodge counter claim neste oil total eur 25mn primarily work carry contract additional cost incur due prolongation project;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Previously , it projected the figure to be slightly lower than in 2009 .;previously project figure slightly low [DATE] .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));As a result some 20 persons will no longer be needed .;result [NUMBER] person no longer need;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .;government announce wednesday sell [PERCENT] stake chemical fertilizer kemira [NUMBER] 6mn usd 890mn send share price up [PERCENT];positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .;upon completion keskuskatu form backbone pedestrianised downtown area link up city main pedestrian precinct;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .;rival say qualcomm few patent [MEASUREMENT] phone early version should lower rate;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .;south african sappi become large foreign forest industry operate result acquisition m-real graphic paper business unit;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .;negotiation carry constructive manner party try find solution situation;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .;last sysopen digia invest ibm product know-how building portal trading place system successfully implement customer solution support;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The company will use the assets for strengthening its balance sheet and financial position .;asset strengthen balance sheet financial position;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .;[DATE] [DATE] [NUMBER] electronics producer elcoteq se elqav say sign extensive cooperation agreement industrialisation manufacturing distribution after-market service mobile phone japan sharp tyo [NUMBER] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .;consulting engineering poyry plc poy say wednesday [NUMBER] october award contract tanqia dibba fzc owner-engineer wastewater system dibba emirate fujairah uae;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .;portion usd [NUMBER] 5mn record winning prior patent dispute phone maker;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Exports accounted for 65.4 % of net sales , representing an all time record for the company .;export account [PERCENT] net sale represent time record;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .;repair maintenance business account net sale eur [NUMBER] 3mn up eur [NUMBER] 6mn;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .;sale unit slump last industry hit poor snowfall major resort winter [DATE] [DATE] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .;term aforementioned funding considerably below bank current cd level market maturity range [NUMBER] [NUMBER];negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The first quarter was as expected and was in line with analysts ' forecasts .;expect line analyst forecast;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .;tinyurl link take user scamming site promising user earn thousand dollar become google nasdaq goog cash advertiser;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .;eu commission say early fin thyssenkrupp united technology corp otis schindler ag kone total [MONEY] alleged cartel activity lift market go back twelve;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .;high bit rate outgo traffic improve end-user experience mobile broadband service video conferencing file sharing send e-mail attachment;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .;stock trade map [NUMBER] -day map sek [NUMBER] high [NUMBER] -day map sek [NUMBER] bullish indicator;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .;adanac molybdenum canada order grind technology molybdenum project british columbia canada shalkiya zinc kazakhstan award contract grind technology shalkiya zinc-lead project kazakhstan;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .;london lead share jump almost [NUMBER] point [PERCENT] market open;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .;operating profit total eur [NUMBER] 4mn up operating loss eur [NUMBER] 8mn year-on-year;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .;beginning wartsila secure order deliver 4gas-fuelled main engine propulsion machinery vessel;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));W+�rtsil+� 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .;w rtsil solution select low fuel consumption environmentally sound technology global service support;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));All are welcome .;welcome;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .;kaupthing forecast finnish-swedish stora enso close mill reisholz germany;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .;press conference lattelecom board chairman nils melngailis explain blackstone choose experience sector well financial strength;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .;schmardin nordea likely try win customer over pension fund provider;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The poorest index figure was given to Finnish power company Fortum , 4.5 .;poor index figure give power fortum [NUMBER] .;negative;neutral
Binary (No Neutral);Naive Bayes (BoW | (1, 4));As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .;result russia import restriction dairy cancel [DATE] [DATE] [NUMBER] .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 4));In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .;city forssa say not pay compensation food industry hk ruokatalo atrium lye leak tap water occur [DATE] .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 4));This is bad news for the barbeque season .;bad news barbeque season;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 4));The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .;order book stand [NUMBER] bln eur usd [NUMBER] bln [DATE] [DATE] [NUMBER] up [PERCENT] international order amount [MONEY] usd [NUMBER] 3mn;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 4));A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .;tinyurl link take user scamming site promising user earn thousand dollar become google nasdaq goog cash advertiser;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 4));Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .;[NUMBER] -month sale ragutis control brewery olvi decline [PERCENT] [NUMBER] 41mn liter hold [PERCENT] market;negative;positive
