Task_Setting;Pipeline_Configuration;Original_Sentence;Preprocessed_Text;True_Label;Predicted_Label
Multiclass;FFNN (TF-IDF | (1, 2));The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .;podcast , see harple low-down gypsii platform , take someone location demographic information produce contextual index world around .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf;adp news [DATE] [DATE] [NUMBER] bank america bofa downgrade rating swedish-finnish paper maker stora enso : sterv sector player upm-kymmene : upm1v `` underperf;negative;positive
Multiclass;FFNN (TF-IDF | (1, 2));- So , the sales growth of cars considerably influence on the tires market '' .;, sale growth car considerably influence tire market .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .;frost sell share [MONEY] [MONEY] [NUMBER] share , compare friday high [MONEY] low [MONEY] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The acquisition is expected to improve access to chrome ore resources in Turkey .;acquisition expect improve access chrome ore resource turkey .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .;dopplr member share personal business travel plan privately network , highlight interest place stay , eat explore city around world .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .;f-secure report : half [DATE] see grow number targeted malware attack individual , , organization .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 2));Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .;compare ftse [NUMBER] index , fell [NUMBER] point ( [PERCENT] ) day , relative price change [PERCENT] .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 2));The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .;mall finance parity basis pearl plaza llc , joint venture establish chinese investor shanghai industrial investment holding co ltd , srv .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .;subdivision make sale revenue last [MONEY] [MONEY] [DATE] , operate profit [MONEY] [MONEY] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .;retail software developer aldata solution report net loss [MONEY] [MONEY] [DATE] versus net profit [MONEY] [MONEY] [DATE] .;negative;positive
Multiclass;FFNN (TF-IDF | (1, 2));Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .;metso supply equipment [NUMBER] process line northland resource new kaunisvaara iron ore project sweden exploit tapuli sahavaara iron ore deposit .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .;however , simdax remain available market already approve marketing authorisation submit application more [NUMBER] country , orion add .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));We are also pleased to welcome the new employees to Tieto . ';pleased welcome new employee tieto .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));The company said that the fall in turnover had been planned .;say fall turnover plan .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));In addition , a good biological durability is achieved . '';addition , good biological durability achieve .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .;rapala vmc stock exchange release [DATE] [DATE] [NUMBER] [NUMBER] kaupthing bank ( `` kapthing ) inform rapala vmc ( `` rapala ) interrupt liquidity rapala share time .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .;`` considerably weak u.s. dollar british pound impact sale average price eur , upm say .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .;jon risfelt previously hold operational executive position europolitan , ericsson , sa , american express card travel division , well nyman & schultz ( ceo ) , vodafone sweden ( ceo ) , gambro renal product ( ceo ) .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .;rival say qualcomm few patent [MEASUREMENT] phone early version should lower rate .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .;russia , raisio food division home market stretch way vladivostok .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .;transaction , alma medium raise stake talentum [PERCENT] share [PERCENT] vote right .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden .;agreement jm [NUMBER] series contract teliasonera sign recent month residential construction real estate management sweden .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has received expansion orders worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders .;supplier bss-oss va telecom operator , tecnotree , receive expansion order worth total [MONEY] convergent charging next generation message solution latin america , announce without specify operator place order .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Uncertainties still exist , however .;uncertainty still exist , however .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .;more staff recruit japan far complement network close [NUMBER] service location more [NUMBER] country worldwide .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));One attractive factor about the tablets for media companies is that they provide a new way of making money .;[NUMBER] attractive factor tablet medium new way make money .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .;ssh communication security corp stock exchange release [DATE] [DATE] [NUMBER] [TIME] update full outlook estimate result remain loss full .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .;symbian foundation plan revise procedure test sign software digitally sign trojan symbian mobile phone operate system mistake .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .;cooperation airbaltic expect lead transfer finncomm ownership airbaltic time .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .;enhance gprs capability exist [NUMBER] idea telecom service area add 10more service area network .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . '';medium advisory , ntsb say subsequent testing , `` train detection system intermittently fail .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The increase range will vary up to 10 % .;increase range vary up [PERCENT] .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Beef imports fell slightly from 2006 , to 14mn kilos .;beef import fell slightly [DATE] , 14mn kilo .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 2));A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .;tinyurl link take user scamming site promising user earn thousand dollar become google ( nasdaq : goog ) cash advertiser .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .;assa abloy kaupthing bank give ` neutral recommendation share price target [NUMBER] crown [MONEY] [MONEY] swedish lock maker assa abloy ab .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .;afx kesko corp expect report low second eps due tax charge , but earnings line see higher year-on-year , analyst say .;negative;positive
Multiclass;FFNN (TF-IDF | (1, 2));The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .;share sale , foreign investor , expect raise [MONEY] ( [MONEY] ) .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .;votorantim celulose e papel ( vcp ) votorantim , major brazilian conglomerate .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .;flexible packaging manufacturer suominen report net sale [MONEY] [DATE] , compare [MONEY] earlier .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .;sysopen digia sign agreement main shareholder sentera hold total [PERCENT] share capital vote sentera .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones .;next few , ict sector share electricity consumption raise increase popularity smartphones .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .;dolce & gabbana ask european union declare marimekko `` unikko floral pattern trademark invalid , continue dispute [NUMBER] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .;elcoteq elcoteq se lead electronics manufacturing service ( em ) communication technology field .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .;finnair expands : finnair plan add more flight route hong kong , india russia .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .;glaston , headquarter tampere , , grow international glass technology .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .;south african sappi become large foreign forest industry operate result acquisition m-real graphic paper business unit .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The poorest index figure was given to Finnish power company Fortum , 4.5 .;poor index figure give power fortum , [NUMBER] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .;juha jordan , chief engineer glaston , say [NUMBER] reason choose vacon global ac drive supplier service support centre country glaston operate .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .;memorandum understand mou party collaborate preparing implement joint project field combined power heat generation , environmental protection energy efficient technology .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The objective of the St. Petersburg office is first to boost the Company 's maintenance business .;objective st. petersburg office boost maintenance business .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .;rinkuskiai beer sale fell [PERCENT] [NUMBER] 16mn litre , kauno alus beer sale jump [PERCENT] [NUMBER] 48mn litre .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .;efore result last show even faster improvement manage well source component .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));The estimated annual value of the frame agreement is about EUR 50mn .;estimate annual value frame agreement [MONEY] .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Finnish construction group Lemmink+�inen has been awarded two road building contracts by the Lithuanian transport administration .;construction lemmink+ inen award [NUMBER] road building contract lithuanian transport administration .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .;service firm tietoenator buck general trend , hold flat [MONEY] , slip back early gain .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .;operating loss increase [MONEY] loss [MONEY] [DATE] .;negative;positive
Multiclass;FFNN (TF-IDF | (1, 2));Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .;master mayawas jointly develop siemens network ufa fremantlemedia , actively advertise maxi [DATE] .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .;much good process virgin paper require less transportation wood pulp place like canada .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The company also expects to sell its products in other Russian region .;expect sell product russian region .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .;`` marimekko aim expand distribution network primarily increase number concept store shop-in-shops .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));The program 's target is structural cost reductions of about EUR 30mn in 2009 .;program target structural cost reduction [MONEY] [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));It is being developed by Symbian , the software licensing consortium led by Nokia .;develop symbian , software license consortium lead .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));HK Ruokatalo produces many turkey products , such as cold cuts .;hk ruokatalo produce many turkey product , cold cut .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .;tightened competition situation production automation market affect net sale [DATE] , cencorp say .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .;anticipate turnover whole [DATE] surpass previous [MONEY] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));They are also upset that some of the machinery and work is taken over to Poland .;upset machinery work take over poland .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .;teleste bk optiflex amplifier product ongoing capacity upgrade kdg network bi-directionality .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));As a result some 20 persons will no longer be needed .;result [NUMBER] person no longer need .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .;pre-tax loss total [MONEY] , compare loss [MONEY] [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .;yit sept. [NUMBER] , [DATE] [DATE] release stock exchange release yit capital market day london , sept. [NUMBER] , [DATE] wednesday , [DATE] [DATE] [NUMBER] , yit hold capital market day investor analyst london .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .;tallink claim watertight door vana tallinn regina baltica , electrical system , fully work order .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .;sysopen digia plc , press release , [DATE] [DATE] [NUMBER] ibm reward distinguished partner [DATE] .;positive;neutral
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .;chief executive officer olli-pekka kallasvuo change tuesday mark third time 9months reshuffle executive operation lose ground apple iphone rim blackberry .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .;tinyurl link take user scamming site promising user earn thousand dollar become google ( nasdaq : goog ) cash advertiser .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .;district court dismiss charge court instance [DATE] .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .;vanhanen say strike `` extremely damaging [NUMBER] participant reporter begin arrive [NUMBER] -day eu summit russian president vladimir putin lahti , 100kilometers ( 60miles ) north .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Etteplan targets to employ at least 20 people in Borl+�nge .;etteplan target employ least [NUMBER] people borl+ nge .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Small investors have voiced fears that the shares will end up with risk investors .;small investor voice fear share up risk investor .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .;yit lodge counter claim neste oil total [MONEY] , primarily work carry contract additional cost incur due prolongation project .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .;aspocomp large factory china factory building project india halt due finance problem .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .;affecto expect net sale whole [DATE] increase [DATE] level reach [MONEY] .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .;tightened competition situation production automation market affect net sale [DATE] , cencorp say .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .;refining margin [MONEY] bbl , compare [MONEY] bbl prior .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));This is bad news for the barbeque season .;bad news barbeque season .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .;operating profit total [MONEY] , up operating loss [MONEY] year-on-year .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The air traffic of Finland has been in stoppage since then .;air traffic stoppage since .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Bosse added that Trygvesta does not have the financial strength to acquire the entire unit .;bosse add trygvesta not financial strength acquire entire unit .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .;swedbank share hard hit swedish bank ongoing international financial crisis .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Net profit was 35.5 mln compared with 29.8 mln .;net profit [NUMBER] 5mn compare [NUMBER] 8mn .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .;negotiation carry constructive manner , party try find solution situation .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . '';medium advisory , ntsb say subsequent testing , `` train detection system intermittently fail .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .;dolce & gabbana ask european union declare marimekko `` unikko floral pattern trademark invalid , continue dispute [NUMBER] .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .;operating profit exclude non-recurring item increase [PERCENT] [MONEY] [MONEY] corresponding [DATE] .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .;[NUMBER] dark spot horizon , however , performance bottled water market .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .;operating profit total [MONEY] compare [MONEY] corresponding [DATE] .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .;operating profit [MONEY] , compare loss [MONEY] corresponding [DATE] .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .;sale department store division hobby hall increase [PERCENT] , sale clothing store subsidiary seppala decrease [PERCENT] .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .;meat atrium no longer promise sufficient amount domestic beef customer .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .;, city forssa say not pay compensation food industry hk ruokatalo atrium lye leak tap water occur [DATE] .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . '';`` see market continue tight magazine paper , target close deal .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .;report loss [MONEY] compare loss [MONEY] corresponding [DATE] .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The poorest index figure was given to Finnish power company Fortum , 4.5 .;poor index figure give power fortum , [NUMBER] .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .;eb announce stock exchange release november [NUMBER] j.t. bergqvist resign chairmanship membership board eb .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .;however , market share shrink [PERCENT] [PERCENT] earlier .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .;nordic [NUMBER] omxn40 index , comprise 40most trade nordic stock nasdaq exchange , close down [PERCENT] [NUMBER] point thursday .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The company expects its net sales in the first half of 2008 to reach the previous year 's level .;expect net sale half [DATE] reach previous level .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .;mn , pretax profit [MONEY] [MONEY] third [DATE] .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .;ssh communication security corp stock exchange release [DATE] [DATE] [NUMBER] [TIME] update full outlook estimate result remain loss full .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .;afx kesko corp expect report low second eps due tax charge , but earnings line see higher year-on-year , analyst say .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));GSK announced in November 2008 that it would close its operations in Dartford .;gsk announce [DATE] close operation dartford .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .;raw material price surge past , fuel rapid industrialization china , india develop nation .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf;adp news [DATE] [DATE] [NUMBER] bank america bofa downgrade rating swedish-finnish paper maker stora enso : sterv sector player upm-kymmene : upm1v `` underperf;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .;insurance fennia kesko loyal customer cooperation .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .;loss third [DATE] [MONEY] small loss second [DATE] .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .;service firm tietoenator buck general trend , hold flat [MONEY] , slip back early gain .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .;profitability ( ebit pct ) [PERCENT] , compare [PERCENT] previous-year .;positive;negative
Binary (No Neutral);Naive Bayes (BoW | (1, 3));However , the suspect stole his burgundy Nissan Altima .;however , suspect stole burgundy nissan altima .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .;rapala vmc stock exchange release [DATE] [DATE] [NUMBER] [NUMBER] kaupthing bank ( `` kapthing ) inform rapala vmc ( `` rapala ) interrupt liquidity rapala share time .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .;danish flsmidth acknowledge violate patent hold metso .;negative;positive
Binary (No Neutral);Naive Bayes (BoW | (1, 3));For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .;q22010 , consolidated earnings tax total [MONEY] , compare [MONEY] , net profit [MONEY] , compare [MONEY] previous .;positive;negative
